title,author_name,author_gender,pub_year,min_age,target_audience,character_gender,genre,character_type,source
Bee &�Me,Alison Jay,female,2016,2,infant/toddler,female,fiction,human,A Mighty Girl
Bee Boy: Curse of the Vampire Mites,Tony De Saules,male,2019,7,early elementary,male,fiction,human,Oxford
Bee Dance,Rick Chrustowski,male,2015,4,preschool,female,non-fiction,non-human,Growing Book by Book
Bee-Bim Bop!,Linda Sue Park,female,2005,4,preschool,female,fiction,human,Childhood101
Beep! Beep! Go to Sleep!,Todd Tarpley,male,2015,5,preschool,male,fiction,human,ALSC
Beethoven's Heroic Symphony,Anna Harwell Celenza,female,2004,6,early elementary,male,non-fiction,human,Charlesbridge
Before John Was a Jazz Giant: A Song of John Coltrane,Carole Boston Weatherford,female,2008,5,preschool,male,non-fiction,human,ALSC
Before Morning ,Joyce Sidman,female,2016,4,preschool,female,fiction,human,ALSC
Before We Were Free,Julia Alvarez,female,2002,12,late elementary,female,fiction,human,ALSC
Belle Prater's Boy,Ruth White,female,1996,10,middle elementary,female,fiction,human,ALSC
Belle's Journey: An Osprey Takes Flight,Rob Bierregaard,male,2017,7,early elementary,female,non-fiction,non-human,Charlesbridge
Below,Nina Crews,female,2006,4,preschool,male,fiction,human,ALSC
Ben Franklin's Almanac: Being a True Account of the Good Gentleman's Life,Candace Fleming,female,2003,10,middle elementary,male,non-fiction,human,ALSC
Ben�s Trumpet,Rachel Isadora ,female,1979,4,preschool,male,fiction,human,NYPL
Beni's Family Cookbook for the Jewish Holidays,Jane Breskin Zalben,female,1996,3,preschool,male,fiction,non-human,ALSC
"Benjamin Bear in ""Bright Ideas!""",Philippe Coudray,male,2013,4,preschool,male,fiction,non-human,ALSC
Benjamin Bear in Fuzzy Thinking,Philippe Coudray,male,2011,4,preschool,male,fiction,non-human,CBSD
Bertha Takes a Drive: How the Benz Automobile Changed the World,Jan Adkins,female,2015,5,preschool,female,non-fiction,human,Charlesbridge
Bertolt,Jacques Goldstyn,male,2017,4,preschool,male,fiction,human,CBSD
Better Nate Than Ever,Tim Federle,male,2013,10,middle elementary,male,fiction,human,ALSC
Between Shades of Gray,Ruta Sepetys,female,2011,12,late elementary,female,fiction,human,ALSC
Between the Lines: How Ernie Barnes Went from the Football Field to the Art Gallery,Sandra Neil Wallace,female,2018,8,early elementary,male,non-fiction,human,ALSC
Between Us and Abuela: A Family Story from the Border,Mitali Perkins,female,2019,3,preschool,female,fiction,human,ALSC
"Beverly, Right Here",Kate DiCamillo,female,2019,10,middle elementary,female,fiction,human,ALSC
Beware of the Frog,Willam Bee,male,2008,3,preschool,female,fiction,human,ALSC
Beyond the Bright Sea,Lauren Wolk,female,2017,11,late elementary,female,fiction,human,ALSC
Biblioburro: A True Story from Colombia,Jeanette Winter,female,2010,6,early elementary,male,non-fiction,human,Childhood101
Big Annie of Calumet: A True Story of the Industrial Revolution,Jerry Stanley,male,1996,8,early elementary,female,non-fiction,human,ALSC
Big Blue,Shelley Gill,female,2003,5,preschool,female,fiction,human,Charlesbridge
Big Little Hippo,Valeri Gorbachev,female,2016,4,preschool,male,fiction,non-human,Sterling Publishing
Big Red Lollipop,Rukhsana Khan,female,2010,4,preschool,female,fiction,human,NYPL
Big Wolf and Little Wolf,Nadine Brun-Cosme,female,2009,3,preschool,male,fiction,non-human,ALSC
Bill Nye the Science Guy's Big Blast of Science,Bill Nye,male,1993,10,middle elementary,male,non-fiction,human,Barnes & Noble
Bill Pickett: Rodeo-Ridin' Cowboy,Andrea Davis Pinkney,female,1996,4,preschool,male,non-fiction,human,ALSC
Bill the Boy Wonder: The Secret Co-Creator of Batman,Marc Tyler Nobleman,male,2012,8,early elementary,male,non-fiction,human,Charlesbridge
Billie the Unicorn,Brianne Drouhard,female,2011,3,preschool,female,fiction,non-human,CBSD
Billy's Big-Boy Bed,Phyllis Limbacher Tildes,female,2002,5,preschool,male,fiction,human,Charlesbridge
Bingo Did It!,Amber Harris,female,2016,3,preschool,female,fiction,human,CBSD
Bird,Zetta Elliott,female,2008,8,early elementary,male,fiction,human,ALSC
Birds,Kevin Henkes,male,2009,4,preschool,female,fiction,human,ALSC
Black Cat,Christopher Myers,male,1962,4,preschool,male,fiction,non-human,ALSC
Black Elk's Vision: A Lakota Story,S.D. Nelson,male,2010,8,early elementary,male,non-fiction,human,ALSC
Black Rock Brothers,S.J. Dahlstrom,male,2018,8,early elementary,male,fiction,human,CBSD
Blackbird Fly,Erin Entrada Kelly,female,2015,8,early elementary,female,fiction,human,ALSC
Blister,Susan Shreve,female,2001,9,middle elementary,female,fiction,human,ALSC
Blizzard,John Rocco,male,2014,5,preschool,male,non-fiction,human,ALSC
Blockhead: The Life of Fibonacci,Joseph D'Agnese,male,2010,6,early elementary,male,non-fiction,human,Barnes & Noble
Bloody Seoul,Sonia Patel,female,2019,12,late elementary,male,fiction,human,CBSD
Blue,Laura Vaccaro Seeger,male,2018,3,preschool,male,fiction,human,ALSC
Blue Lipstick: Concrete Poems,John Grandits,male,2007,10,middle elementary,female,fiction,human,ALSC
Bluefish,Pat Schmatz,female,2011,12,late elementary,male,fiction,human,ALSC
Bluffton: My Summers with Buster Keaton,Matt Phelan,male,2013,9,middle elementary,male,fiction,human,ALSC
Bo at Ballard Creek,Kirkpatrick Hill,male,2013,8,early elementary,female,fiction,human,ALSC
Boats for Papa,Jessixa Bagley,female,2015,4,preschool,male,fiction,non-human,ALSC
Boo's Dinosaur,Betsy Byars,female,2006,6,early elementary,female,fiction,human,What Do We Do All Day
Boo's Surprise,Betsy Byars,female,2009,6,early elementary,female,fiction,human,What Do We Do All Day
Booked,Kwame Alexander,male,2016,10,middle elementary,male,fiction,human,ALSC
Born Bad,CK Smouha,female,2018,4,preschool,male,fiction,non-human,CBSD
Boss of the Plains: The Hat that Won the West,Laurie Carlson,female,1998,8,early elementary,male,non-fiction,human,ALSC
Bow-Wow-Meow,Blanca Lacasa,female,2017,4,preschool,male,fiction,human,CBSD
Bowwow Powwow,Brenda Child,female,2018,3,preschool,female,fiction,human,ALSC
Box of Tricks,Katie Cleminson,female,2009,3,preschool,female,fiction,human,ALSC
Boy O'Boy,Brian Doyle,male,2003,11,late elementary,male,fiction,human,ALSC
Brave Clara Barton,Frank Murphy,male,2018,5,preschool,female,non-fiction,human,A Mighty Girl
Brave Irene,William Steig,male,1986,4,preschool,female,fiction,human,TIME
Brave Story,Miyuki Miyabe,female,2003,14,teen,male,fiction,human,ALSC
Bread and Jam for Frances,Russell Hoban,male,1964,4,preschool,female,fiction,non-human,Thrive Global
Breaking News: Alien Alert,David Bierdrzycki,male,2014,4,preschool,male,fiction,human,Charlesbridge
Breaking Stalin's Nose,Eugene Yelchin,female,2011,9,middle elementary,male,fiction,human,ALSC
Breaking Through,Francisco Jimenez,male,2001,12,late elementary,male,non-fiction,human,ALSC
"Brick, Who Found Herself in Architecture",Joshua David Stein,male,2018,4,preschool,female,fiction,non-human,Fatherly
Brief Thief,Michael Escoffier,male,2012,4,preschool,male,fiction,non-human,Childhood101
Brobot,James Foley,male,2018,7,early elementary,female,fiction,human,Childhood101
Bronto's Search for Dad,Marisa Vestita,female,2018,4,preschool,male,fiction,non-human,Sterling Publishing
Brothers in Hope: The Story of the Lost Boys of Sudan,Mary Luana Williams,female,2005,7,early elementary,male,non-fiction,human,ALSC
Brown Girl Dreaming,Jacqueline Woodson,female,2014,10,middle elementary,female,non-fiction,human,ALSC
Brown v. Board of Education: A Fight for Simple Justice,Susan Goldman Rubin,female,2016,10,middle elementary,male,non-fiction,human,ALSC
Brown: My Alter Ego Is a Superhero,H�kon �vre�s,male,2019,6,early elementary,male,fiction,human,ALSC
Bucking the Sarge,Christopher Paul Curtis,male,2004,12,late elementary,male,fiction,human,ALSC
"Bud, Not Buddy",Christopher Paul Curtis ,male,2002,8,early elementary,male,fiction,human,CLC Awards
Buddy Unchained,Daisy Bix,female,2006,3,preschool,male,fiction,non-human,CBSD
Buffalo Music,Tracey Fern,female,2008,4,preschool,female,non-fiction,human,ALSC
Bug,Robin Koontz,female,2019,4,preschool,female,fiction,human,Sterling Publishing
Bug Zoo,Andy Harkness,male,2010,5,preschool,male,fiction,human,Bookvine
Building an Igloo,Ulli Steltzer,female,1981,4,preschool,male,fiction,human,Childhood101
Building Our House,Jonathan Bean,male,2013,3,preschool,female,non-fiction,human,ALSC
Bull's Eye: A Photobiography of Annie Oakley,Sue Macy,female,2001,10,middle elementary,female,non-fiction,human,ALSC
Bully,Laura Vaccaro Seeger,female,2013,4,preschool,male,fiction,non-human,ALSC
Bunnicula,Deborah Howe,female,1979,8,early elementary,male,fiction,non-human,Today's Parent
Bunny My Honey,Anita Jeram,female,2009,2,infant/toddler,male,fiction,non-human,Huffington Post
Burt's Way Home,John Martz,male,2016,3,preschool,male,fiction,human,CBSD
Business Pig,Andrea Zuill,female,2018,3,preschool,male,fiction,non-human,Sterling Publishing
Buster Goes to Cowboy Camp,Denise Fleming,female,2008,4,preschool,male,fiction,non-human,ALSC
Busting!,Aaron Blabey,male,2017,2,infant/toddler,male,fiction,non-human,Childhood101
Busybody Nora,Johanna Hurwitz,female,1976,6,early elementary,female,fiction,human,What Do We Do All Day
But No Elephants,Jerry Smath,male,1979,5,preschool,female,fiction,human,Childhood101
Butterflies on the First Day of School,Annie Silvestro,female,2019,3,preschool,female,fiction,human,Sterling Publishing
Buzz Aldrin (National Geographic Readers Series: Level 3),Kitson Jazynka,female,2018,6,early elementary,male,non-fiction,human,Barnes & Noble
By the Shores of Silver Lake,Laura Ingalls Wilder,female,1967,8,early elementary,female,fiction,human,Paperback Swap
Call the Horse Lucky,Juanita Havill,female,2010,3,preschool,female,fiction,human,CBSD
Camel Rider,Prue Mason,female,2004,10,middle elementary,male,fiction,human,Charlesbridge
Camille's Team,Stuart Murphy,male,2011,2,infant/toddler,female,fiction,non-human,Charlesbridge
Caminar,Skila Brown,female,2014,10,middle elementary,male,fiction,human,ALSC
"Can I Bring My Pterodactyl to School, Ms. Johnson?",Lois Grambling,female,2006,5,preschool,male,fiction,human,Charlesbridge
"Can I Bring Saber to New York City, Ms. Mayor?",Lois Grambling,female,2014,5,preschool,male,fiction,human,Charlesbridge
"Can I Bring Woolly to the Library, Ms. Reeder?",Lois Grambling,female,2012,5,preschool,male,fiction,human,Charlesbridge
"Can't You Sleep, Little Bear?",Martin Waddell,male,1991,3,preschool,male,fiction,non-human,Childhood101
"Candy Bomber: The Story of the Berlin Airlift's ""Chocolate Pilot""",Michael Tunnell,male,2010,9,middle elementary,male,fiction,human,Charlesbridge
Candy Shop,Jan Wahl,male,2004,4,preschool,male,fiction,human,Charlesbridge
Cap'n Rex & His Clever Crew,Henry Herz,male,2017,5,preschool,male,fiction,non-human,Sterling Publishing
Captain Flinn and the Pirate Dinosaurs,Giles Andreae,male,2005,3,preschool,male,fiction,human,Childhood101
Captain Green and the Plastic Scene,Evelyn Bookless,female,2018,4,preschool,male,fiction,human,Childhood101
Captain Jack and the Pirates,Peter Bently,male,2015,3,preschool,male,fiction,human,Childhood101
Captain Raptor and the Perilous Planet,Kevin O'Malley,male,2018,4,preschool,male,fiction,non-human,Charlesbridge
Captain Underpants,Dav Pilkey,male,1997,7,early elementary,male,fiction,human,Time Out
Captain Underpants and the Perilous Plot of Professor Poopypants,Dav Pilkey,male,2000,7,early elementary,male,fiction,human,Reading Rewards
Captain's Log: Snowbound,Erin Dionne,female,2018,4,preschool,male,fiction,human,Charlesbridge
Carolina Shout!,Alan Schroeder,male,1995,7,early elementary,female,fiction,human,ALSC
Caroline's Comets: A True Story,Emily Arnold McCully,female,2017,6,early elementary,female,non-fiction,human,A Mighty Girl
Carter Reads the Newspaper,Deborah Hopkinson,female,2019,6,early elementary,male,non-fiction,human,ALSC
Carver: A Life in Poems,Mailyn Nelson,female,2001,10,middle elementary,male,non-fiction,human,ALSC
Casey at the Bat: A Ballad of the Republic Sung in the Year 1888,Ernest Lawrence Thayer,male,2000,8,early elementary,male,non-fiction,human,ALSC
Cat's Egg,Aparna Kathikeyan,female,2019,4,preschool,female,fiction,non-human,CBSD
"Catherine, Called Birdy",Karen Cushman,female,1994,10,middle elementary,female,fiction,human,ALSC
Catwings,Ursula Le Guin,female,1988,4,preschool,female,fiction,non-human,Today's Parent
Cece Loves Science,Kimberly Derting and Shelli Johannes,female,2018,4,preschool,female,fiction,human,Read Brightly
Celebrating Ramadan,Diane Hoyt-Goldsmith,female,2001,4,preschool,male,non-fiction,human,ALSC
Cendrillon: A Caribbean Cinderella,Robert San Souci,male,1998,5,preschool,female,fiction,human,ALSC
"Cesar: Si, Se Puede! Yes, we can!",Carmen Bernier-Grand,female,2004,9,middle elementary,male,non-fiction,human,ALSC
Chains,Laurie Halse Anderson,female,2008,10,middle elementary,female,fiction,human,NYPL
Charles A. Lindbergh: A Human Hero,James Cross Giblin,male,1997,10,middle elementary,male,non-fiction,human,ALSC
Charles Darwin's Around-the-World Adventure,Jennifer Thermes,female,2016,5,preschool,male,non-fiction,human,Money Prodigy
Charles Darwin's On the Origin of Species: Young Readers Edition,Rebecca Stefoff,female,2018,10,middle elementary,male,non-fiction,human,Barnes & Noble
Charley's First Night,Amy Hest,female,2012,3,preschool,male,fiction,human,ALSC
Charlie and Lola: We Are Extremely Very Good�Recyclers,Lauren Child,female,2009,3,preschool,male,fiction,human,A Mighty Girl
Charlie and the Chocolate Factory,Roald Dahl,male,1964,8,early elementary,male,fiction,human,Good Housekeeping
Charlie And The New Baby,Ree Drummond,female,2014,4,preschool,male,fiction,non-human,WCBC
Charlie Cook's Favorite Book,Julia Donaldson,female,2005,3,preschool,male,fiction,human,Bilingual Kids Spot
Charlie the Caterpillar,Dom DeLuise,male,1990,3,preschool,male,fiction,non-human,Childhood101
Charlie the Ranch Dog,Ree Drummond,female,2011,4,preschool,male,non-fiction,non-human,Childhood101
Charlie's Magical Carnival,Marit Tornqvist,female,2018,4,preschool,male,fiction,human,CBSD
Charlotte the Scientist is Squished,Camille Andros,female,2017,4,preschool,female,fiction,non-human,Growing Book by Book
Chasing Cheetahs: The Race to Save Africa's Fastest Cats,Sy Montgomery,female,2014,10,middle elementary,female,non-fiction,human,ALSC
Chasing Secrets,Gennifer Choldenko,female,2015,9,middle elementary,female,fiction,human,A Mighty Girl
Chasing Space,Leland Melvin,male,2017,8,early elementary,male,non-fiction,human,Money Prodigy
Chato and the Party Animals,Gary Soto,male,2000,4,preschool,male,fiction,non-human,ALSC
Chato's Kitchen,Gary Soto,male,1995,4,preschool,male,fiction,non-human,ALSC
Chato�s Kitchen,Gary Soto,male,1995,4,preschool,male,fiction,non-human,NYPL
Chef Roy Choi and the Street Food Remix,Jacqueline Briggs Martin and June Jo Lee,female,2017,8,early elementary,male,non-fiction,human,ALSC
Chess Rumble,Greg Neri,male,2005,8,early elementary,male,fiction,human,ALSC
Chicken Boy,Frances O'Roark Dowell,female,2005,10,middle elementary,male,fiction,human,ALSC
Chicken Soup with Rice,Maurice Sendak,male,1962,4,preschool,male,fiction,human,Bookvine
Children of Blood and Bone,Tomi Adeyemi,female,2018,11,late elementary,female,fiction,human,ALSC
Chirchir Is Singing,Kelly Cunnane,female,2011,3,preschool,female,fiction,human,ALSC
Chocolate Me!,Taye Diggs,male,2011,4,preschool,male,fiction,human,Time Out
Chrysanthemum�,Kevin Henkes,male,1991,4,preschool,female,fiction,non-human,Huffington Post
Chu's First Day of School,Neil Gaiman,male,2013,4,preschool,male,fiction,non-human,Childhood101
"Chuck Close, Up Close",Jan Greenberg and Sandra Jordan,female,1998,8,early elementary,male,non-fiction,human,ALSC
Chuck Close: Face Book,Chuck Close,male,2012,8,early elementary,male,non-fiction,human,ALSC
Cici Reno: Middle School Matchmaker,Kristina Springer,female,2016,10,middle elementary,female,fiction,human,Sterling Publishing
Cinder,Marissa Meyer,female,2012,13,teen,female,fiction,non-human,A Mighty Girl
Cinder Edna,Ellen Jackson,female,1994,4,preschool,female,fiction,human,Childhood101
Cinderella Liberator,Rebecca Solnit,female,2019,4,preschool,female,fiction,human,CBSD
Cinderella of the Nile,Beverley Naidoo,female,2019,7,early elementary,female,fiction,human,CBSD
City�Green,DyAnne DiSalvo-Ryan,female,1994,4,preschool,female,fiction,human,A Mighty Girl
